file_name;recs_duration_secs;recs_duration_mins
E0001465.txt;2260.5;37.67
E9002090.txt;3599.0;59.98
E0001449.txt;3598.0;59.97
E7001071.txt;3598.5;59.98
E0001270.txt;3579.5;59.66
E0001274.txt;3599.0;59.98
E9001214.txt;2647.5;44.13
E0001401.txt;3317.5;55.29
E0001464.txt;3155.5;52.59
E9002081.txt;3599.0;59.98
