Filename;Subset_1;Subset_2;Subset_3;Subset_4;Subset_5;Subset_6;Subset_7;Subset_8;Subset_9;Subset_10;Subset_11;Subset_12;Subset_13;Subset_14;Subset_15;Subset_16;Subset_17;Subset_18;Subset_19;Subset_20;Subset_21;Subset_22;Subset_23;Subset_24;Subset_25;Subset_26;Subset_27;Subset_28;Subset_29;Mean;Median;Std_Dev
S9001171.txt;3.88056525096;2.13242701969;3.57020734771;3.9802177748;1.98469102253;4.1533068239;4.7531742422;5.49899167834;3.60089463611;3.97430270868;5.81694363292;5.95154589214;7.34676253019;5.42433812959;9.75655771855;6.37109403123;6.31903529479;4.11408191124;8.70486710791;6.01405021234;6.30524153509;5.22158554766;5.32296183863;1.81077902086;;;;;;;;
S9001023.txt;3.18090052308;1.5300142316;1.91910711093;1.55961066119;2.15789298783;2.86306435842;5.79748680707;2.54875864238;3.06494279846;2.9356100217;2.52421803316;2.79661474725;2.81387758964;2.15362633745;2.15543594825;2.23602726892;2.0866581792;8.03711373266;2.46019240724;3.00811052636;2.77350849769;2.68640401284;3.25698130016;5.27705003947;8.6300395635;15.4540518234;8.38630636465;6.27557508524;12.5517350535;4.24554878115;2.83847097403;3.22850528502
S9001090.txt;3.23607938959;2.80572877077;3.21466130672;3.25540562614;3.1019617047;3.14536773503;2.89199856228;3.11934827861;3.33782079055;2.51585114086;3.45048986097;2.49299298031;1.91311356343;2.82756920344;3.47995306646;2.70749429563;3.47877619361;3.47003369048;2.9584228125;5.24584850201;3.38178276441;1.74679769576;2.09398361966;2.45875098873;4.37063257457;6.14474138885;6.99775391723;6.09747261952;5.87347247142;3.51083812118;3.22537034815;1.25769790722
S9001231.txt;4.33647210127;11.4193387325;4.73917779104;4.40800812785;5.03963128647;3.76772976687;4.05347985852;3.42987668374;2.55870173794;3.28797162901;3.89096737599;3.8232583463;11.6950077624;7.25225129841;7.54056735176;8.67490890623;6.62160255276;8.1860293081;9.29309499057;6.00095134778;4.88940453876;2.59725441342;;;;;;;;;;
S9002053.txt;1.35123489994;1.61731407049;1.58890165163;1.41724576457;1.39823237227;1.56882298473;1.77549796479;1.54658999833;2.64579029286;1.62895230817;1.93936826616;1.65357600342;2.44940953423;3.9646985343;4.50108839664;5.29977386016;8.39828407511;4.47405274129;3.38301326217;2.76851826217;1.85743311547;1.72246778055;;;;;;;;;;
S8001053.txt;5.20171949899;3.55802616127;3.98023634479;3.9634149058;5.48322776525;4.09165854373;3.76781710461;3.60196271335;4.06592964582;3.08463907862;2.91891105462;4.36691928115;3.04387220813;2.6968508828;2.63809635027;3.26875489803;3.73325227733;3.73325227733;0.747994835732;;;;;;;;;;;;;
S9002044.txt;2.29224784377;1.6654728601;2.93301038333;2.5051852168;2.9860522506;2.76799038305;3.05231876172;2.72658883419;1.689407562;1.73262193468;3.83595061128;7.69843191782;2.1175301996;2.29480418619;7.84290493469;1.25868822706;6.26009046768;3.25478015131;7.68608396253;4.00854812327;6.43214419356;5.59696131833;3.41225039823;3.23379679267;4.01965002674;3.32588326425;2.49985525666;3.671453706;3.1430577772;1.84235030812;;
S9002037.txt;4.02970877764;3.61286052971;3.65073264614;6.8829608188;5.00433090588;5.36525554543;6.14983142826;4.79379940883;5.23095779606;5.57511541733;3.39360908449;2.84826835014;2.46826331667;4.36492704162;3.16574039663;2.63444689385;2.87160755831;1.72324407708;2.77463873368;3.76037652163;8.7035437535;10.104904551;17.154430462;12.0332469624;5.34570004071;4.36492704162;3.33906637832;;;;;
S0001312.txt;3.7989838563;5.55138294748;8.96132502071;2.1133930404;3.49969512494;1.92528988109;0.972247253021;1.57409401705;2.7639106141;0.998521152632;4.00406713735;3.12139082329;1.95676545062;2.018611086;9.92949353753;7.21922505635;4.00997578215;2.04729523103;1.07984998257;3.26052968009;3.2283656998;9.55073204231;3.80489797756;9.37082903917;4.0317029764;3.26052968009;2.69533010495;;;;;
S9002018.txt;5.07746135285;5.45864643358;6.99178836026;5.21536729433;4.73068035618;4.87786254266;4.24779671579;4.13389098142;2.94027845474;3.41738410827;2.82787848244;2.98483875187;3.58275816232;6.17054136684;6.90023101103;4.86284579421;5.12333443614;6.75548371241;4.55840508199;4.37956536785;5.05404973793;4.59917879272;14.2746933616;4.86289744316;3.32411024602;5.79137130839;5.12089767911;4.86289744316;2.08023128386;;;
