Filename;Scale_1_Entropy;Scale_2_Entropy;Scale_3_Entropy;Scale_4_Entropy;Scale_5_Entropy;Scale_6_Entropy;Scale_7_Entropy;Scale_8_Entropy;Scale_9_Entropy;Scale_10_Entropy;Scale_11_Entropy;Scale_12_Entropy;Scale_13_Entropy;Scale_14_Entropy;Scale_15_Entropy;Scale_16_Entropy;Scale_17_Entropy;Scale_18_Entropy;Scale_19_Entropy;Scale_20_Entropy
S0001312.txt;0.76633090890052868;0.85182986945076866;0.9037228991510291;0.89466796219213085;0.89332122376955114;0.85698427286313617;0.81049056554468801;0.80705760820728634;0.7979601729095589;0.79098612532834212;0.74381948991883662;0.73927409744484762;0.71974618284478531;0.69851830324210207;0.65528864083921401;0.7025766066923318;0.67761907169344127;0.7185222537975291;0.7128486938980042;0.65437123871348035
adulterado.txt;0.76118504046335023;0.84660458787005222;0.90175421330314431;0.89268932361893172;0.89081559791409881;0.85550913829895303;0.80812372586160186;0.80813174563461165;0.79804286808201164;0.79354498881946756;0.74856542204425258;0.73193482067484883;0.72393600122808366;0.7003724707273794;0.65866487724113398;0.70241567167312424;0.67580194608918032;0.71686877521407066;0.70023550406311397;0.65383425345654234
caso23,IMSP.TxSP3;0.14980715545375045;0.20937797569525349;0.23339137499167142;0.27180781577617819;0.30364207408845328;0.31608498333238438;0.3534539686543744;0.35307475077240397;0.37529891386648589;0.40352923647544781;0.417585266846561;0.43672733286721321;0.44402650723767717;0.45690207938072175;0.46313951600369485;0.45641408653670312;0.46943978513399487;0.4859218266510768;0.47994068221828762;0.49364743133763367
