Filename;Subset_1;Subset_2;Subset_3;Subset_4;Subset_5;Subset_6;Subset_7;Subset_8;Subset_9;Subset_10;Subset_11;Subset_12;Subset_13;Subset_14;Subset_15;Subset_16;Subset_17;Subset_18;Subset_19;Subset_20;Subset_21;Subset_22;Subset_23;Subset_24;Subset_25;Subset_26;Subset_27;Subset_28;Subset_29;Subset_30;Subset_31;Subset_32;Subset_33;Subset_34;Subset_35;Subset_36;Subset_37;Subset_38;Subset_39;Subset_40;Subset_41;Subset_42;Subset_43;Subset_44;Subset_45;Subset_46;Subset_47;Subset_48;Subset_49;Subset_50;Subset_51;Subset_52;Subset_53;Subset_54;Subset_55;Subset_56;Subset_57;Subset_58;Subset_59;Mean;Median;Std_Dev
S9001171.txt;2.22478985403;1.48751602363;1.10845144704;0.99861588161;1.00580333112;2.42854513262;1.76001424826;2.16744623419;0.579969820751;1.25898777936;1.46099063291;2.02256232444;2.62315712014;1.15576398411;3.11478726551;1.52753944801;1.49580700854;2.05036929108;1.35750623407;2.26398780268;1.49279900015;3.38175665025;2.09611136916;3.56886045322;1.90328005031;4.58813156568;2.12948385083;3.23592187167;3.17647141823;6.98757441836;2.76508559005;3.27967738417;3.58199814396;2.45740707789;2.63709230524;1.66817613332;3.59354030993;3.84450129837;2.5940503085;3.39982456155;2.48834727561;4.25372510618;3.08762063397;2.47218715444;2.34626646765;1.14808236521;;;;;;;;;;;;;;;;
S9001023.txt;1.78725001403;1.3094240564;0.798373460881;0.70208052697;0.751882576932;1.09279962348;0.830219607342;0.715182448995;1.14702093444;0.893764704632;0.830523669859;1.86700783105;2.29066875828;2.82432360547;1.6587163948;0.855093896779;1.2632413348;1.55620460865;1.17348010798;1.79114802738;1.1662671908;1.29912637295;1.52136181535;1.22303511658;1.21844097695;1.51293088904;1.15050747413;0.975512429115;1.07926305976;1.06127086699;1.00528321813;1.17074682788;1.09240452678;0.914380202895;4.80345960858;2.12664104242;1.0417094605;1.27083872644;1.34906435694;1.51603484618;1.26272010567;1.39809084309;1.55767394632;0.997040609915;1.08925672896;1.84439264873;1.48909194989;3.37315181486;1.41072373147;5.6724333955;7.5389945495;9.97300422206;1.63848327995;4.65785116802;3.79782904131;2.03399174078;3.78124536531;7.46078779629;6.81709792665;2.07509400105;1.32924420667;1.88221337481
S9001090.txt;1.6512915215;1.51488310885;1.44001564076;1.29995383149;1.78352339491;1.23630890506;1.73974136294;1.34110009502;1.25972695943;1.77974414228;1.29998712858;1.75825043466;1.24383275066;1.41788533456;1.48349747054;1.57285513027;1.72195640557;1.39915391892;1.0219812972;1.43852065751;1.36616046016;1.97129241713;1.03634384303;1.33088293778;0.808340814634;0.995322913606;0.972111184932;1.68465057438;1.50293302243;1.88652355102;1.20585612895;1.33139634438;1.06033691508;2.23888682974;1.26058461727;1.99000107645;1.16410158457;1.64030144005;1.83768791929;2.79241622291;1.908398704;1.26136320941;0.837549727345;0.850458075419;0.876830355196;1.15548818858;1.29276431364;1.11003585218;2.67859248595;1.52507885926;4.13947985859;2.41883257109;3.1889097049;3.34850036604;3.77885927442;1.9999585865;3.50043174447;2.38982248726;1.68520163194;1.48349747054;0.721146208137;
S9001231.txt;2.43431622677;1.46244399615;5.90703083629;4.94723049368;2.40354479446;1.90044214974;1.8027018596;2.38660735411;2.14870725353;2.70189874764;1.88426682256;1.79335820054;2.28617930521;1.66468294812;1.52603394701;1.8412735957;1.4577016673;1.02572067213;1.30573940408;1.86323879;1.99538810678;1.6825767434;1.8805744775;1.42728949481;6.00061949222;5.20342072046;4.74301987659;2.92119392496;4.2527674396;2.93620938648;5.67861161002;3.34848769246;4.43827806684;3.27922843421;3.79138981379;4.58242465839;4.39327949203;5.17791453639;2.9598892903;2.40354479446;1.4362205001;;;;;;;;;;;;;;;;;;;;;
S9002053.txt;0.747211385871;0.579765705926;0.789334234152;0.790471354485;0.733588993734;0.814484483156;0.786900086291;0.620354128908;0.738219938765;0.627774787537;0.723853742176;0.837433877225;0.917159841682;0.83096301194;0.74320187725;0.774947872027;1.42829058392;1.04686361586;0.853996980714;0.740542077543;1.15167932793;0.736581151021;0.783169887019;0.826066098156;1.16480765781;1.26508254335;2.2613666573;1.28164835537;1.91895099777;2.09601601051;2.16109883492;2.29832017026;3.10355823035;4.7472344808;1.63353045162;2.27356968457;1.53645854986;1.79535888811;5.15299730583;1.39263727851;0.885578411198;1.00332401793;;;;;;;;;;;;;;;;;;;;
S8001053.txt;1.2677417479;3.1419547173;1.3700776211;1.99053627548;1.49754542339;2.09191718864;1.55901246128;2.3100302812;1.65074313067;2.85157237009;1.50974359652;2.38921181444;1.06937037646;2.26826209128;1.85269264132;1.58768004503;1.97916606085;1.53663466551;1.53929861109;1.47996024899;1.60963567322;1.22647062811;2.26687250434;1.44633629715;1.6665163106;1.24699788145;1.14342207512;1.48418687234;1.34622252708;1.24548282948;1.35102465217;1.87632467469;1.7141451342;1.55901246128;0.469776366019;;;;;;;;;;;;;;;;;;;;;;;;;;;
S9002044.txt;0.912361781343;1.3278596127;0.773389142085;0.824766493214;1.44565847689;1.39696118102;1.51086692936;0.866453477405;1.0624288965;1.71674693062;1.50720599576;1.00678219145;0.986378307425;1.79881363663;1.67088162811;0.919799092117;0.63579460909;1.00915682732;0.626102339517;1.04582853058;2.24919932393;1.28112988325;2.19626933723;4.49541207095;0.869944022229;1.06474369023;1.1300162762;1.09205746978;2.28033652061;4.26724278428;0.729679613074;0.507282274395;2.94550115088;2.36752455814;1.96873303016;1.24798220716;2.88731980022;4.08674332777;1.98238600415;1.81065905314;2.3666239643;3.74634499603;2.35884787877;2.96349480508;1.66209032225;1.56793366246;2.06423809928;0.959690964591;2.09921301417;1.56255623457;1.91048093273;1.07578133155;0.861081964951;1.52892269013;1.68947591366;1.51086692936;0.909624044362;;;;;
S9002037.txt;1.74949638108;2.15871745855;1.87289574693;1.60162052896;1.11501394794;2.28498535421;3.22701264035;1.91473548439;2.35381590449;2.07254939718;2.810890034;2.16020315108;2.38204636994;3.38503374485;2.00629662909;2.49495794234;2.4351113705;2.63168302317;2.8056356834;2.4070372569;1.62226733885;1.63110922294;1.34467414256;1.35523544691;0.993548865842;1.28952754693;2.27298506518;1.88380406151;1.39501074525;1.65941169758;1.18442717166;1.35169136476;1.28184199081;1.52738441115;1.12176060075;0.522197323864;0.96538413445;1.5647991964;1.87054154582;1.86187703623;3.22874918735;5.29199640075;4.28284947524;4.80932704222;4.80761655855;11.9877834416;5.6052312741;5.22192085541;2.49593106654;2.00629662909;1.79638783176;;;;;;;;;;;
S0001312.txt;1.78398610789;1.58973576046;3.94530210076;0.836767927261;5.43160567787;2.05979475694;1.38771214518;0.50152361437;0.490664134192;2.34712915316;0.491487198283;1.31934173921;0.531339912756;0.428527684494;0.95605852925;0.562137724727;0.63925638339;1.83369975708;0.436426991425;0.54829524232;2.64744511919;0.485007573356;2.1607709184;0.530544076338;1.27061410754;0.523819344893;0.751018674027;1.13745801379;3.65175715649;4.85813936094;1.89664016709;3.98537244511;0.987411164481;2.48682759617;0.765483613574;1.1671632865;0.517214666122;0.546748091364;2.12636454861;0.627494158184;2.1676053512;0.665767235549;2.36315049461;5.56148882335;2.54461219074;0.972455931233;3.60539600492;4.60954953378;4.10743913581;1.79268472091;1.29497792338;1.41075275831;;;;;;;;;;
S9002018.txt;1.81697117328;2.98921434698;2.7465041005;2.1487998487;2.24800463291;4.30281163332;2.93111019725;2.2023418126;2.4838403509;2.16562813057;2.29469973755;2.4055605942;2.28098619109;1.99148722718;2.36005853126;1.69143547677;1.42169788518;1.38327434776;1.74981017292;1.54031859636;1.3948796557;1.29003485584;1.47436000372;1.3984528593;1.41222352096;1.96587771231;3.88768663853;1.84598174397;3.59138541507;2.81358729823;1.97461568869;2.53059349971;1.65731439858;3.2616948625;3.86207050136;2.81293340886;2.02284461759;2.52175707652;2.5951425758;1.52970436022;2.26327263994;2.35445284122;1.80761434061;2.45638918899;9.56442000475;5.69275958402;2.47729290903;2.60705075655;1.65610162468;1.61968333069;3.4042414778;2.80318566508;2.49431077008;2.28098619109;1.27210654468;;;;;;;
